dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,function_change_events,added_function_events,modified_function_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,function_change_events_manifest,function_change_events_scored,function_change_events_failed,agc_function_change_events,hwc_function_change_events,agc_function_change_event_ratio,added_agc_function_events,added_hwc_function_events,modified_agc_function_events,modified_hwc_function_events,unique_changed_functions_scored,detection_complete,detector_merge_status,has_function_change_event,zero_function_event_month,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events
treatment,OpenSPP/openspp-modules,2025-04,21,2,1,1,0,1,1,1,1.0,1,1,2025-03,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,treatment,post,0,0,0.6931471805599453,0.0,0.6931471805599453
treatment,OpenSPP/openspp-modules,2025-05,31,23,13,44,25,19,37,11,2.0,1,1,2025-03,0,13.0,13.0,44.0,44.0,0.0,6.0,38.0,0.1363636363636363,6.0,19.0,0.0,19.0,37.0,True,both,1,0,treatment,post,0,0,3.8066624897703196,1.9459101490553132,3.6635616461296463
treatment,OpenSPP/openspp-modules,2025-06,4,1,0,0,0,0,0,0,3.0,1,1,2025-03,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,treatment,post,0,0,0.0,0.0,0.0
treatment,OpenSPP/openspp-modules,2025-07,4,4,2,28,11,17,28,4,4.0,1,1,2025-03,0,2.0,2.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,11.0,0.0,17.0,28.0,True,both,1,0,treatment,post,0,0,3.367295829986474,0.0,3.367295829986474
treatment,OpenSPP/openspp-modules,2025-08,17,9,6,108,64,44,64,9,5.0,1,1,2025-03,0,6.0,6.0,108.0,108.0,0.0,8.0,100.0,0.074074074074074,7.0,57.0,1.0,43.0,64.0,True,both,1,0,treatment,post,0,0,4.6913478822291435,2.1972245773362196,4.61512051684126
treatment,PiotrCzapla/smart_dictation,2024-10,6,6,6,80,63,17,68,12,0.0,1,1,2024-10,1,6.0,6.0,80.0,80.0,0.0,19.0,61.0,0.2375,15.0,48.0,4.0,13.0,68.0,True,both,1,0,treatment,event,0,0,4.394449154672439,2.995732273553991,4.127134385045092
treatment,PostHog/posthog,2024-01,443,129,119,1058,370,688,837,202,-13.0,0,0,2025-02,0,119.0,119.0,1058.0,1058.0,0.0,141.0,917.0,0.1332703213610586,92.0,278.0,49.0,639.0,837.0,True,both,1,0,treatment,pre,0,0,6.9650803456014065,4.955827057601261,6.822197390620491
treatment,PostHog/posthog,2024-02,430,179,165,1570,769,801,1260,264,-12.0,0,0,2025-02,0,165.0,165.0,1570.0,1570.0,0.0,205.0,1365.0,0.1305732484076433,123.0,646.0,82.0,719.0,1260.0,True,both,1,0,treatment,pre,0,0,7.359467638255621,5.327876168789581,7.2196420401307355
treatment,PostHog/posthog,2024-03,399,174,157,1388,498,890,1151,263,-11.0,0,0,2025-02,0,157.0,157.0,1388.0,1388.0,0.0,231.0,1157.0,0.1664265129682997,145.0,353.0,86.0,804.0,1151.0,True,both,1,0,treatment,pre,0,0,7.236339342754344,5.44673737166631,7.05444965813294
treatment,PostHog/posthog,2024-04,505,220,199,3432,559,2873,2593,628,-10.0,0,0,2025-02,0,199.0,199.0,3432.0,3432.0,0.0,601.0,2831.0,0.1751165501165501,107.0,452.0,494.0,2379.0,2591.0,True,both,1,0,treatment,pre,0,0,8.141189793457691,6.400257445308821,7.94873845481361
treatment,PostHog/posthog,2024-05,456,222,200,2497,908,1589,1764,352,-9.0,0,0,2025-02,0,200.0,200.0,2497.0,2497.0,0.0,428.0,2069.0,0.171405686824189,337.0,571.0,91.0,1498.0,1763.0,True,both,1,0,treatment,pre,0,0,7.823245690685523,6.061456918928017,7.635303886259415
treatment,PostHog/posthog,2024-06,493,249,229,4097,964,3133,2267,424,-8.0,0,0,2025-02,0,229.0,229.0,4097.0,4097.0,0.0,536.0,3561.0,0.1308274347083231,252.0,712.0,284.0,2849.0,2265.0,True,both,1,0,treatment,pre,0,0,8.318254328798846,6.285998094508865,8.178077463849608
treatment,PostHog/posthog,2024-07,581,282,240,2063,757,1306,1461,292,-7.0,0,0,2025-02,0,240.0,240.0,2063.0,2063.0,0.0,327.0,1736.0,0.1585070285991275,215.0,542.0,112.0,1194.0,1461.0,True,both,1,0,treatment,pre,0,0,7.6324011266014535,5.793013608384144,7.459914766241105
treatment,PostHog/posthog,2024-08,400,178,162,1603,484,1119,1206,273,-6.0,0,0,2025-02,0,162.0,162.0,1603.0,1603.0,0.0,232.0,1371.0,0.1447286338116032,141.0,343.0,91.0,1028.0,1206.0,True,both,1,0,treatment,pre,0,0,7.38025578842646,5.4510384535657,7.22402480828583
treatment,PostHog/posthog,2024-09,393,177,159,1212,668,544,1061,297,-5.0,0,0,2025-02,0,159.0,159.0,1212.0,1212.0,0.0,191.0,1021.0,0.1575907590759075,132.0,536.0,59.0,485.0,1059.0,True,both,1,0,treatment,pre,0,0,7.10085190894405,5.2574953720277815,6.92951677076365
treatment,PostHog/posthog,2024-10,446,233,207,1978,821,1157,1567,353,-4.0,0,0,2025-02,0,207.0,207.0,1978.0,1978.0,0.0,304.0,1674.0,0.153690596562184,164.0,657.0,140.0,1017.0,1567.0,True,both,1,0,treatment,pre,0,0,7.590346945602565,5.720311776607412,7.423568444259167
treatment,PostHog/posthog,2024-11,426,203,179,1950,885,1065,1423,345,-3.0,0,0,2025-02,0,179.0,179.0,1950.0,1950.0,0.0,253.0,1697.0,0.1297435897435897,194.0,691.0,59.0,1006.0,1423.0,True,both,1,0,treatment,pre,0,0,7.576097340623111,5.537334267018537,7.437206366871292
treatment,PostHog/posthog,2024-12,439,234,209,2312,1049,1263,1854,367,-2.0,0,0,2025-02,0,209.0,209.0,2312.0,2312.0,0.0,345.0,1967.0,0.1492214532871972,255.0,794.0,90.0,1173.0,1853.0,True,both,1,0,treatment,pre,0,0,7.746300662231439,5.846438775057724,7.584773077612199
treatment,PostHog/posthog,2025-01,725,338,300,2524,983,1541,1984,367,-1.0,0,0,2025-02,0,300.0,300.0,2524.0,2524.0,0.0,385.0,2139.0,0.1525356576862123,292.0,691.0,93.0,1448.0,1982.0,True,both,1,0,treatment,pre,0,0,7.83399634170946,5.955837369464831,7.668561108015897
treatment,PostHog/posthog,2025-02,897,354,313,2488,988,1500,1965,409,0.0,1,1,2025-02,1,313.0,313.0,2488.0,2488.0,0.0,371.0,2117.0,0.1491157556270096,258.0,730.0,113.0,1387.0,1964.0,True,both,1,0,treatment,event,0,0,7.819636302367592,5.918893854273146,7.658227526161352
treatment,PostHog/posthog,2025-03,942,424,377,2919,1205,1714,2269,487,1.0,1,1,2025-02,1,377.0,377.0,2919.0,2919.0,0.0,415.0,2504.0,0.1421719767043508,264.0,941.0,151.0,1563.0,2269.0,True,both,1,0,treatment,post,0,0,7.979338895262328,6.030685260261263,7.826044013518965
treatment,PostHog/posthog,2025-04,880,376,333,2627,1187,1440,2162,460,2.0,1,1,2025-02,1,333.0,333.0,2627.0,2627.0,0.0,374.0,2253.0,0.1423677198325085,247.0,940.0,127.0,1313.0,2161.0,True,both,1,0,treatment,post,0,0,7.873978379604501,5.926926025970411,7.720461694599722
treatment,PostHog/posthog,2025-05,748,320,288,2221,1159,1062,1826,424,3.0,1,1,2025-02,0,288.0,288.0,2221.0,2221.0,0.0,338.0,1883.0,0.1521837010355695,245.0,914.0,93.0,969.0,1823.0,True,both,1,0,treatment,post,0,0,7.706162970199575,5.82600010738045,7.5411524551363085
treatment,PostHog/posthog,2025-06,1043,465,404,3720,1721,1999,2886,568,4.0,1,1,2025-02,1,404.0,404.0,3720.0,3720.0,0.0,560.0,3160.0,0.1505376344086021,408.0,1313.0,152.0,1847.0,2881.0,True,both,1,0,treatment,post,0,0,8.221747728346623,6.329720905522696,8.058643712215618
treatment,PostHog/posthog,2025-07,1143,527,487,5779,3005,2774,4658,775,5.0,1,1,2025-02,0,487.0,487.0,5779.0,5779.0,0.0,762.0,5017.0,0.1318567226163696,563.0,2442.0,199.0,2575.0,4655.0,True,both,1,0,treatment,post,0,0,8.662158961666423,6.637258031284457,8.520786726926367
treatment,PostHog/posthog,2025-08,990,484,412,5198,2923,2275,4321,793,6.0,1,1,2025-02,0,412.0,412.0,5198.0,5198.0,0.0,837.0,4361.0,0.1610234705656021,651.0,2272.0,186.0,2089.0,4321.0,True,both,1,0,treatment,post,0,0,8.556221578383715,6.731018100482083,8.380685946761574
treatment,ResearchHub/researchhub-backend,2024-01,12,12,12,227,146,81,210,76,-14.0,0,0,2025-03,0,12.0,12.0,227.0,227.0,0.0,79.0,148.0,0.3480176211453744,66.0,80.0,13.0,68.0,210.0,True,both,1,0,treatment,pre,0,0,5.429345628954441,4.382026634673881,5.003946305945459
treatment,ResearchHub/researchhub-backend,2024-02,29,29,29,210,97,113,118,29,-13.0,0,0,2025-03,0,29.0,29.0,210.0,210.0,0.0,55.0,155.0,0.2619047619047619,32.0,65.0,23.0,90.0,118.0,True,both,1,0,treatment,pre,0,0,5.351858133476067,4.02535169073515,5.049856007249537
treatment,ResearchHub/researchhub-backend,2024-03,142,86,67,188,68,120,125,42,-12.0,0,0,2025-03,0,67.0,67.0,188.0,188.0,0.0,29.0,159.0,0.1542553191489361,20.0,48.0,9.0,111.0,125.0,True,both,1,0,treatment,pre,0,0,5.241747015059643,3.4011973816621555,5.075173815233827
treatment,ResearchHub/researchhub-backend,2024-04,134,111,61,142,59,83,108,42,-11.0,0,0,2025-03,0,61.0,61.0,142.0,142.0,0.0,30.0,112.0,0.2112676056338028,16.0,43.0,14.0,69.0,108.0,True,both,1,0,treatment,pre,0,0,4.962844630259907,3.4339872044851463,4.727387818712341
treatment,ResearchHub/researchhub-backend,2024-05,127,102,72,209,73,136,110,38,-10.0,0,0,2025-03,0,72.0,72.0,209.0,209.0,0.0,19.0,190.0,0.0909090909090909,13.0,60.0,6.0,130.0,110.0,True,both,1,0,treatment,pre,0,0,5.3471075307174685,2.995732273553991,5.25227342804663
treatment,ResearchHub/researchhub-backend,2024-06,62,46,32,101,31,70,68,29,-9.0,0,0,2025-03,0,32.0,32.0,101.0,101.0,0.0,18.0,83.0,0.1782178217821782,10.0,21.0,8.0,62.0,68.0,True,both,1,0,treatment,pre,0,0,4.624972813284271,2.9444389791664403,4.430816798843313
treatment,ResearchHub/researchhub-backend,2024-07,242,206,160,591,175,416,258,58,-8.0,0,0,2025-03,0,160.0,160.0,591.0,591.0,0.0,127.0,464.0,0.2148900169204737,61.0,114.0,66.0,350.0,258.0,True,both,1,0,treatment,pre,0,0,6.3835066348840055,4.852030263919617,6.142037405587356
treatment,ResearchHub/researchhub-backend,2024-08,211,173,114,425,90,335,269,90,-7.0,0,0,2025-03,0,114.0,114.0,425.0,425.0,0.0,73.0,352.0,0.1717647058823529,19.0,71.0,54.0,281.0,268.0,True,both,1,0,treatment,pre,0,0,6.054439346269371,4.304065093204169,5.8664680569332965
treatment,ResearchHub/researchhub-backend,2024-09,133,121,77,211,57,154,130,46,-6.0,0,0,2025-03,0,77.0,77.0,211.0,211.0,0.0,16.0,195.0,0.0758293838862559,8.0,49.0,8.0,146.0,130.0,True,both,1,0,treatment,pre,0,0,5.356586274672012,2.833213344056216,5.278114659230518
treatment,ResearchHub/researchhub-backend,2024-10,182,153,103,237,74,163,135,51,-5.0,0,0,2025-03,0,103.0,103.0,237.0,237.0,0.0,45.0,192.0,0.189873417721519,14.0,60.0,31.0,132.0,135.0,True,both,1,0,treatment,pre,0,0,5.472270673671475,3.828641396489095,5.262690188904886
treatment,ResearchHub/researchhub-backend,2024-11,179,151,79,220,96,124,148,50,-4.0,0,0,2025-03,0,79.0,79.0,220.0,220.0,0.0,55.0,165.0,0.25,31.0,65.0,24.0,100.0,148.0,True,both,1,0,treatment,pre,0,0,5.3981627015177525,4.02535169073515,5.111987788356544
treatment,ResearchHub/researchhub-backend,2024-12,94,79,51,153,34,119,107,33,-3.0,0,0,2025-03,0,51.0,51.0,153.0,153.0,0.0,28.0,125.0,0.1830065359477124,9.0,25.0,19.0,100.0,107.0,True,both,1,0,treatment,pre,0,0,5.0369526024136295,3.367295829986474,4.836281906951478
treatment,ResearchHub/researchhub-backend,2025-01,112,107,72,298,142,156,227,67,-2.0,0,0,2025-03,0,72.0,72.0,298.0,298.0,0.0,95.0,203.0,0.3187919463087248,63.0,79.0,32.0,124.0,227.0,True,both,1,0,treatment,pre,0,0,5.700443573390686,4.564348191467836,5.318119993844216
treatment,ResearchHub/researchhub-backend,2025-02,145,133,96,292,143,149,202,64,-1.0,0,0,2025-03,0,96.0,96.0,292.0,292.0,0.0,37.0,255.0,0.1267123287671233,25.0,118.0,12.0,137.0,202.0,True,both,1,0,treatment,pre,0,0,5.680172609017068,3.6375861597263857,5.545177444479562
treatment,ResearchHub/researchhub-backend,2025-03,204,195,150,564,225,339,378,96,0.0,1,1,2025-03,1,150.0,150.0,564.0,564.0,0.0,91.0,473.0,0.1613475177304964,53.0,172.0,38.0,301.0,377.0,True,both,1,0,treatment,event,0,0,6.336825731146441,4.5217885770490405,6.161207321695077
treatment,ResearchHub/researchhub-backend,2025-04,176,173,139,442,189,253,259,61,1.0,1,1,2025-03,0,139.0,139.0,442.0,442.0,0.0,66.0,376.0,0.1493212669683258,46.0,143.0,20.0,233.0,259.0,True,both,1,0,treatment,post,0,0,6.093569770045136,4.204692619390966,5.932245187448011
treatment,ResearchHub/researchhub-backend,2025-05,157,148,110,604,345,259,474,101,2.0,1,1,2025-03,0,110.0,110.0,604.0,604.0,0.0,71.0,533.0,0.1175496688741721,42.0,303.0,29.0,230.0,473.0,True,both,1,0,treatment,post,0,0,6.405228458030842,4.276666119016055,6.280395838960195
treatment,ResearchHub/researchhub-backend,2025-06,184,175,135,456,191,265,312,81,3.0,1,1,2025-03,0,135.0,135.0,456.0,456.0,0.0,44.0,412.0,0.0964912280701754,15.0,176.0,29.0,236.0,310.0,True,both,1,0,treatment,post,0,0,6.124683390894205,3.8066624897703196,6.023447592961033
treatment,ResearchHub/researchhub-backend,2025-07,118,103,84,382,216,166,295,63,4.0,1,1,2025-03,0,84.0,84.0,382.0,382.0,0.0,83.0,299.0,0.2172774869109947,59.0,157.0,24.0,142.0,295.0,True,both,1,0,treatment,post,0,0,5.948034989180646,4.430816798843313,5.703782474656201
treatment,ResearchHub/researchhub-backend,2025-08,285,218,123,507,261,246,380,89,5.0,1,1,2025-03,0,123.0,123.0,507.0,507.0,0.0,123.0,384.0,0.2426035502958579,92.0,169.0,31.0,215.0,377.0,True,both,1,0,treatment,post,0,0,6.230481447578482,4.820281565605037,5.953243334287785
treatment,Scrapybara/codecapy,2025-01,7,6,6,41,30,11,30,8,0.0,1,1,2025-01,1,6.0,6.0,41.0,41.0,0.0,15.0,26.0,0.3658536585365853,14.0,16.0,1.0,10.0,30.0,True,both,1,0,treatment,event,0,0,3.7376696182833684,2.772588722239781,3.295836866004329
treatment,Scrapybara/codecapy,2025-02,28,16,15,82,38,44,41,9,1.0,1,1,2025-01,0,15.0,15.0,82.0,82.0,0.0,40.0,42.0,0.4878048780487805,26.0,12.0,14.0,30.0,41.0,True,both,1,0,treatment,post,0,0,4.418840607796598,3.713572066704308,3.7612001156935624
treatment,SlyyCooper/cursorrules-architect,2024-11,2,1,1,12,12,0,12,1,-1.0,0,0,2024-12,0,1.0,1.0,12.0,12.0,0.0,1.0,11.0,0.0833333333333333,1.0,11.0,0.0,0.0,12.0,True,both,1,0,treatment,pre,0,0,2.5649493574615367,0.6931471805599453,2.4849066497880004
treatment,SlyyCooper/cursorrules-architect,2024-12,3,2,2,46,46,0,46,6,0.0,1,1,2024-12,1,2.0,2.0,46.0,46.0,0.0,10.0,36.0,0.217391304347826,10.0,36.0,0.0,0.0,46.0,True,both,1,0,treatment,event,0,0,3.8501476017100584,2.3978952727983707,3.6109179126442243
treatment,SlyyCooper/cursorrules-architect,2025-01,1,1,1,7,1,6,7,3,1.0,1,1,2024-12,1,1.0,1.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,7.0,True,both,1,0,treatment,post,0,0,2.0794415416798357,0.0,2.0794415416798357
treatment,SlyyCooper/cursorrules-architect,2025-02,1,1,1,11,0,11,11,3,2.0,1,1,2024-12,1,1.0,1.0,11.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,True,both,1,0,treatment,post,0,0,2.4849066497880004,0.0,2.4849066497880004
treatment,SlyyCooper/cursorrules-architect,2025-03,4,4,4,199,140,59,160,42,3.0,1,1,2024-12,1,4.0,4.0,199.0,199.0,0.0,51.0,148.0,0.2562814070351759,41.0,99.0,10.0,49.0,160.0,True,both,1,0,treatment,post,0,0,5.298317366548036,3.9512437185814275,5.003946305945459
treatment,SlyyCooper/cursorrules-architect,2025-04,2,2,1,7,3,4,7,4,4.0,1,1,2024-12,1,1.0,1.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,4.0,7.0,True,both,1,0,treatment,post,0,0,2.0794415416798357,0.0,2.0794415416798357
treatment,TextGeneratorio/text-generator.io,2024-01,3,3,3,8,3,5,7,4,-14.0,0,0,2025-03,0,3.0,3.0,8.0,8.0,0.0,1.0,7.0,0.125,1.0,2.0,0.0,5.0,7.0,True,both,1,0,treatment,pre,0,0,2.1972245773362196,0.6931471805599453,2.0794415416798357
treatment,TextGeneratorio/text-generator.io,2024-02,3,0,0,0,0,0,0,0,-13.0,0,0,2025-03,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,treatment,pre,0,0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2024-05,9,2,2,5,2,3,5,2,-10.0,0,0,2025-03,0,2.0,2.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,5.0,True,both,1,0,treatment,pre,0,0,1.791759469228055,0.0,1.791759469228055
treatment,TextGeneratorio/text-generator.io,2024-07,2,2,2,8,0,8,8,3,-8.0,0,0,2025-03,0,2.0,2.0,8.0,8.0,0.0,2.0,6.0,0.25,0.0,0.0,2.0,6.0,8.0,True,both,1,0,treatment,pre,0,0,2.1972245773362196,1.0986122886681096,1.9459101490553132
treatment,TextGeneratorio/text-generator.io,2024-08,20,11,8,23,15,8,16,5,-7.0,0,0,2025-03,0,8.0,8.0,23.0,23.0,0.0,7.0,16.0,0.3043478260869565,6.0,9.0,1.0,7.0,16.0,True,both,1,0,treatment,pre,0,0,3.1780538303479458,2.0794415416798357,2.833213344056216
treatment,TextGeneratorio/text-generator.io,2024-11,4,3,2,9,6,3,8,4,-4.0,0,0,2025-03,0,2.0,2.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,3.0,8.0,True,both,1,0,treatment,pre,0,0,2.302585092994046,0.0,2.302585092994046
treatment,TextGeneratorio/text-generator.io,2024-12,5,3,2,6,1,5,5,3,-3.0,0,0,2025-03,0,2.0,2.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,5.0,True,both,1,0,treatment,pre,0,0,1.9459101490553132,0.0,1.9459101490553132
treatment,TextGeneratorio/text-generator.io,2025-01,10,7,6,82,74,8,81,8,-2.0,0,0,2025-03,0,6.0,6.0,82.0,82.0,0.0,19.0,63.0,0.2317073170731707,18.0,56.0,1.0,7.0,81.0,True,both,1,0,treatment,pre,0,0,4.418840607796598,2.995732273553991,4.1588830833596715
treatment,TextGeneratorio/text-generator.io,2025-02,3,1,1,1,1,0,1,1,-1.0,0,0,2025-03,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,both,1,0,treatment,pre,0,0,0.6931471805599453,0.6931471805599453,0.0
treatment,TextGeneratorio/text-generator.io,2025-03,2,0,0,0,0,0,0,0,0.0,1,1,2025-03,1,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,treatment,event,0,0,0.0,0.0,0.0
treatment,TextGeneratorio/text-generator.io,2025-04,15,6,6,50,36,14,46,6,1.0,1,1,2025-03,1,6.0,6.0,50.0,50.0,0.0,7.0,43.0,0.14,6.0,30.0,1.0,13.0,46.0,True,both,1,0,treatment,post,0,0,3.9318256327243257,2.0794415416798357,3.784189633918261
treatment,TextGeneratorio/text-generator.io,2025-05,13,10,7,15,8,7,15,5,2.0,1,1,2025-03,0,7.0,7.0,15.0,15.0,0.0,1.0,14.0,0.0666666666666666,1.0,7.0,0.0,7.0,15.0,True,both,1,0,treatment,post,0,0,2.772588722239781,0.6931471805599453,2.70805020110221
treatment,TextGeneratorio/text-generator.io,2025-06,8,8,6,55,49,6,52,19,3.0,1,1,2025-03,0,6.0,6.0,55.0,55.0,0.0,18.0,37.0,0.3272727272727272,18.0,31.0,0.0,6.0,52.0,True,both,1,0,treatment,post,3,1,4.02535169073515,2.9444389791664403,3.6375861597263857
treatment,TextGeneratorio/text-generator.io,2025-07,31,21,18,461,352,109,392,68,4.0,1,1,2025-03,1,18.0,18.0,461.0,461.0,0.0,152.0,309.0,0.3297180043383948,135.0,217.0,17.0,92.0,392.0,True,both,1,0,treatment,post,4,1,6.135564891081739,5.030437921392435,5.736572297479192
treatment,TextGeneratorio/text-generator.io,2025-08,5,5,4,29,16,13,28,7,5.0,1,1,2025-03,1,4.0,4.0,29.0,29.0,0.0,5.0,24.0,0.1724137931034483,4.0,12.0,1.0,12.0,28.0,True,both,1,0,treatment,post,2,1,3.4011973816621555,1.791759469228055,3.2188758248682006
treatment,The-Pocket/PocketFlow,2024-12,82,27,24,571,355,216,347,11,-2.0,0,0,2025-02,0,24.0,24.0,571.0,571.0,0.0,350.0,221.0,0.6129597197898424,239.0,116.0,111.0,105.0,347.0,True,both,1,0,treatment,pre,0,0,6.349138991379798,5.860786223465865,5.402677381872279
treatment,The-Pocket/PocketFlow,2025-01,121,5,2,4,0,4,4,2,-1.0,0,0,2025-02,0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,0.25,0.0,0.0,1.0,3.0,4.0,True,both,1,0,treatment,pre,0,0,1.6094379124341003,0.6931471805599453,1.3862943611198906
treatment,The-Pocket/PocketFlow,2025-02,60,1,1,1,0,1,1,1,0.0,1,1,2025-02,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,True,both,1,0,treatment,event,0,0,0.6931471805599453,0.6931471805599453,0.0
treatment,The-Pocket/PocketFlow,2025-03,226,31,25,391,369,22,369,108,1.0,1,1,2025-02,1,25.0,25.0,391.0,391.0,0.0,183.0,208.0,0.4680306905370844,180.0,189.0,3.0,19.0,369.0,True,both,1,0,treatment,post,0,0,5.971261839790462,5.214935757608986,5.342334251964811
treatment,The-Pocket/PocketFlow,2025-04,44,22,19,234,197,37,219,42,2.0,1,1,2025-02,1,19.0,19.0,234.0,234.0,0.0,92.0,142.0,0.3931623931623931,84.0,113.0,8.0,29.0,219.0,True,both,1,0,treatment,post,0,0,5.459585514144159,4.532599493153256,4.962844630259907
treatment,The-Pocket/PocketFlow,2025-05,45,29,26,201,172,29,181,49,3.0,1,1,2025-02,1,26.0,26.0,201.0,201.0,0.0,74.0,127.0,0.3681592039800995,67.0,105.0,7.0,22.0,181.0,True,both,1,0,treatment,post,0,0,5.308267697401205,4.31748811353631,4.852030263919617
treatment,The-Pocket/PocketFlow,2025-06,8,3,2,78,78,0,78,12,4.0,1,1,2025-02,1,2.0,2.0,78.0,78.0,0.0,31.0,47.0,0.3974358974358974,31.0,47.0,0.0,0.0,78.0,True,both,1,0,treatment,post,0,0,4.3694478524670215,3.4657359027997265,3.8712010109078907
treatment,The-Pocket/PocketFlow,2025-07,11,5,3,79,0,79,39,1,5.0,1,1,2025-02,1,3.0,3.0,79.0,79.0,0.0,49.0,30.0,0.620253164556962,0.0,0.0,49.0,30.0,39.0,True,both,1,0,treatment,post,0,0,4.382026634673881,3.912023005428146,3.4339872044851463
treatment,The-Pocket/PocketFlow,2025-08,3,1,1,4,1,3,4,2,6.0,1,1,2025-02,1,1.0,1.0,4.0,4.0,0.0,1.0,3.0,0.25,1.0,0.0,0.0,3.0,4.0,True,both,1,0,treatment,post,0,0,1.6094379124341003,0.6931471805599453,1.3862943611198906
treatment,The-Pocket/PocketFlow-Template-Python,2025-02,7,3,2,5,5,0,5,3,0.0,1,1,2025-02,1,2.0,2.0,5.0,5.0,0.0,3.0,2.0,0.6,3.0,2.0,0.0,0.0,5.0,True,both,1,0,treatment,event,0,0,1.791759469228055,1.3862943611198906,1.0986122886681096
treatment,The-Pocket/PocketFlow-Template-Python,2025-03,24,2,1,6,6,0,6,2,1.0,1,1,2025-02,1,1.0,1.0,6.0,6.0,0.0,5.0,1.0,0.8333333333333334,5.0,1.0,0.0,0.0,6.0,True,both,1,0,treatment,post,0,0,1.9459101490553132,1.791759469228055,0.6931471805599453
treatment,The-Pocket/PocketFlow-Template-Python,2025-04,1,0,0,0,0,0,0,0,2.0,1,1,2025-02,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,treatment,post,0,0,0.0,0.0,0.0
treatment,The-Pocket/PocketFlow-Template-Python,2025-05,4,2,2,2,0,2,2,2,3.0,1,1,2025-02,0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,True,both,1,0,treatment,post,0,0,1.0986122886681096,0.0,1.0986122886681096
treatment,The-Pocket/PocketFlow-Template-Python,2025-06,3,0,0,0,0,0,0,0,4.0,1,1,2025-02,1,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,treatment,post,0,0,0.0,0.0,0.0
treatment,The-Pocket/PocketFlow-Template-Python,2025-07,2,0,0,0,0,0,0,0,5.0,1,1,2025-02,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,treatment,post,0,0,0.0,0.0,0.0
treatment,The-Pocket/PocketFlow-Template-Python,2025-08,2,0,0,0,0,0,0,0,6.0,1,1,2025-02,1,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,treatment,post,0,0,0.0,0.0,0.0
treatment,The-Pocket/Tutorial-AI-Paul-Graham,2025-02,11,5,5,24,18,6,18,4,-1.0,0,0,2025-03,0,5.0,5.0,24.0,24.0,0.0,8.0,16.0,0.3333333333333333,8.0,10.0,0.0,6.0,18.0,True,both,1,0,treatment,pre,0,0,3.2188758248682006,2.1972245773362196,2.833213344056216
treatment,The-Pocket/Tutorial-AI-Paul-Graham,2025-03,12,1,1,50,49,1,50,10,0.0,1,1,2025-03,1,1.0,1.0,50.0,50.0,0.0,26.0,24.0,0.52,26.0,23.0,0.0,1.0,50.0,True,both,1,0,treatment,event,0,0,3.9318256327243257,3.295836866004329,3.2188758248682006
treatment,The-Pocket/Tutorial-Cold-Email-Personalization,2025-03,8,3,3,27,24,3,24,7,0.0,1,1,2025-03,1,3.0,3.0,27.0,27.0,0.0,10.0,17.0,0.3703703703703703,10.0,14.0,0.0,3.0,24.0,True,both,1,0,treatment,event,0,0,3.332204510175204,2.3978952727983707,2.8903717578961645
treatment,The-Pocket/Tutorial-Cursor,2025-03,24,4,4,53,49,4,49,11,0.0,1,1,2025-03,1,4.0,4.0,53.0,53.0,0.0,9.0,44.0,0.1698113207547169,9.0,40.0,0.0,4.0,49.0,True,both,1,0,treatment,event,0,0,3.9889840465642745,2.302585092994046,3.8066624897703196
